                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.96599,                 1.1062,                0.65921,                0.95107,                      1,                0.64493,                0.82233,                0.62364,                      1,                0.64493,                0.82233,                0.55247,                0.98996,                 1.0944,                0.74085,                 0.8916,             0.00093238,             0.00093238,             0.00093238
                     96,                 0.9186,                  1.102,                0.61966,                0.93544,                  0.875,                0.72826,                0.83213,                0.60243,                  0.875,                0.72826,                0.83213,                0.54037,                0.95212,                 1.1275,                0.63732,                0.86629,             0.00091949,             0.00091949,             0.00091949
                     97,                0.90207,                 1.0746,                0.61974,                0.93592,                      1,                0.64493,                0.82233,                 0.5861,                      1,                0.64493,                0.82233,                0.55047,                0.90298,                 1.1346,                0.68561,                0.85168,             0.00090658,             0.00090658,             0.00090658
                     98,                0.92742,                 1.1088,                0.62165,                0.93499,                0.83333,                0.64493,                0.71122,                0.57593,                0.83333,                0.64493,                0.71122,                0.49405,                0.82032,                 1.1487,                0.73211,                0.89395,             0.00089365,             0.00089365,             0.00089365
                     99,                0.90042,                 1.1198,                0.61202,                0.93558,                      1,                0.72826,                  0.864,                0.68931,                      1,                0.72826,                  0.864,                0.57909,                0.92976,                 1.3026,                0.79668,                0.84242,             0.00088071,             0.00088071,             0.00088071
                    100,                0.93424,                 1.1347,                0.62248,                0.93643,                0.83333,                0.64493,                0.76705,                0.57605,                0.83333,                0.64493,                0.76705,                0.55088,                 1.0134,                 1.1873,                 0.7807,                0.87742,             0.00086775,             0.00086775,             0.00086775
                    101,                0.93179,                 1.1422,                0.61716,                0.93801,                   0.75,                0.64493,                0.65566,                0.49844,                   0.75,                0.64493,                0.65566,                0.46335,                0.94971,                   1.29,                0.80916,                0.89716,              0.0008548,              0.0008548,              0.0008548
                    102,                0.97059,                 1.1743,                0.62896,                0.94024,                0.67492,                0.53986,                0.63042,                0.50635,                0.67492,                0.53986,                0.63042,                0.48473,                0.84654,                 1.3244,                0.76721,                0.89521,             0.00084184,             0.00084184,             0.00084184
                    103,                0.98722,                 1.1664,                0.63748,                 0.9328,                0.83333,                0.62319,                0.70042,                0.53025,                0.83333,                0.62319,                0.70042,                0.49266,                0.95858,                 1.1331,                0.79366,                 0.9028,             0.00082887,             0.00082887,             0.00082887
                    104,                0.94689,                 1.0835,                0.62608,                0.92938,                0.69464,                0.53986,                0.63042,                0.50558,                0.69464,                0.53986,                0.63042,                 0.4701,                0.96422,                 1.1662,                0.79178,                0.88064,             0.00081592,             0.00081592,             0.00081592
